metric,2024,2025,change
play_action_rate,24.36,28.63,4.27
rpo_frequency,29.26,21.58,-7.680000000000003
motion_rate,86.55,71.06,-15.489999999999995
empty_epa,-0.1346,0.1315,0.2661
pass_block_win_rate,75.07,85.87,10.800000000000011
pressure_rate,24.93,14.13,-10.799999999999999
sack_rate,9.86,3.36,-6.5
